christians,lgbt,feminists,poor,welfare,conservs,liberals,unions,business,blacks
60,30,50,97,70,85,30,0,97,70
50,85,50,97,85,70,70,97,85,97
30,50,60,50,50,60,15,30,70,50
35,65,10,50,15,80,20,5,40,60
50,50,70,85,70,40,70,50,50,70
50,60,40,85,40,50,50,15,60,97
97,50,50,97,60,50,50,50,50,97
70,70,70,97,60,85,60,30,85,97
99,85,70,85,30,85,15,50,85,85
85,50,50,85,85,50,50,70,50,85
40,85,50,60,50,40,40,50,40,50
50,70,50,60,50,85,50,50,15,50
99,99,99,99,99,99,99,99,99,99
50,85,50,97,50,70,40,40,0,60
70,60,85,97,60,30,70,70,60,97
99,99,99,99,99,99,99,99,99,99
97,50,65,50,65,50,50,60,85,60
50,50,60,50,30,70,40,70,50,40
85,70,85,85,85,70,85,85,85,85
97,50,85,97,97,70,70,85,97,97
98,30,80,98,60,60,98,98,98,70
99,99,99,99,99,99,99,99,99,99
50,50,60,85,60,70,50,50,60,97
70,50,85,97,85,15,85,85,15,85
60,50,50,50,60,85,70,85,40,85
85,0,60,60,80,99,99,98,70,97
85,60,85,97,97,85,85,70,85,97
99,50,50,97,70,99,70,99,50,97
85,70,85,85,85,70,70,85,97,85
80,80,65,95,70,65,90,85,15,87
70,70,70,85,70,70,60,85,70,70
70,50,60,70,50,60,60,70,50,97
70,40,60,85,85,97,60,30,70,70
50,50,50,50,50,50,50,50,70,85
97,97,97,0,97,0,97,97,97,97
85,40,60,60,30,50,60,50,60,60
50,50,50,70,60,70,50,85,60,97
99,99,99,99,99,99,99,99,99,99
99,99,99,99,99,99,99,99,99,99
99,80,70,97,50,99,99,99,30,97
98,60,50,90,85,0,97,50,98,97
97,0,85,70,60,70,70,70,60,50
70,80,80,90,30,50,80,90,20,70
85,70,50,85,85,85,50,85,97,70
50,90,50,85,80,50,75,80,40,15
50,85,40,75,50,50,80,80,40,30
50,70,50,85,50,85,85,70,85,85
50,50,85,85,50,50,50,99,30,97
30,70,0,97,70,50,50,70,97,70
97,97,60,97,15,97,0,0,97,0
40,85,60,80,80,45,40,75,40,50
30,15,60,85,70,0,50,50,0,50
4,5,4,4,5,5,5,7,3,50
98,98,98,80,98,98,98,97,98,97
85,1,80,97,75,90,85,20,50,85
0,85,85,85,40,30,15,97,40,70
50,0,50,85,50,60,60,85,40,97
40,85,50,80,45,70,40,70,65,30
50,85,65,85,50,85,40,60,70,50
70,15,60,70,15,85,30,50,85,70
40,70,99,85,70,50,65,60,20,15
60,60,50,85,60,85,40,30,70,97
97,0,97,97,60,97,0,50,50,60
50,70,50,70,60,60,70,85,40,99
50,0,97,97,0,97,50,80,70,50
30,85,30,97,97,85,97,40,97,80
50,50,50,85,50,50,50,50,70,70
50,50,50,97,50,50,0,50,50,50
70,85,85,90,95,75,80,95,85,85
40,85,50,85,50,50,70,80,30,15
50,95,50,75,50,95,50,75,75,40
30,85,40,80,50,40,50,80,30,0
0,50,50,50,50,15,85,50,15,60
50,70,70,70,40,60,60,70,40,70
65,85,50,80,75,40,85,65,50,50
50,50,70,95,85,75,80,80,90,97
97,0,97,97,60,50,50,50,0,50
97,50,85,97,60,85,50,85,60,97
60,50,60,70,60,60,50,60,50,60
85,50,50,85,85,85,85,98,50,85
99,50,85,85,50,98,40,98,50,97
50,0,50,50,50,50,0,50,50,97
97,40,50,60,50,70,70,50,60,97
97,0,30,70,45,75,30,25,60,50
99,99,99,99,99,99,99,99,99,99
98,10,98,98,98,9,98,5,9,50
70,0,50,60,40,60,40,70,40,50
85,30,60,85,50,85,0,50,30,85
50,60,80,50,60,80,50,60,50,50
80,50,60,90,50,60,50,50,50,50
6,5,4,7,7,5,5,6,7,97
50,50,50,50,50,50,50,50,50,97
85,50,85,85,50,70,70,70,97,85
97,50,50,97,70,0,85,60,0,97
0,0,0,0,0,0,0,0,0,50
99,99,99,99,99,99,99,99,99,99
60,98,60,50,60,60,50,85,60,90
99,99,99,99,99,99,99,99,99,99
99,99,99,99,99,99,99,99,99,99
99,99,99,99,99,99,99,99,99,99
99,99,99,99,99,99,99,99,99,99
0,70,70,70,70,70,80,70,30,70
99,50,98,99,40,99,50,70,30,50
40,50,70,70,60,30,60,75,25,60
99,50,50,98,50,50,50,50,45,70
50,50,25,50,25,75,0,98,50,30
98,50,97,97,98,50,50,50,30,0
97,0,50,97,50,50,50,97,97,50
30,80,80,65,2,70,80,60,80,40
60,50,60,70,70,60,50,85,85,70
40,50,50,60,60,60,40,30,60,70
50,0,50,85,15,60,50,30,60,50
40,97,97,75,50,40,35,35,30,60
50,50,50,50,50,50,40,50,50,50
99,99,99,99,99,99,99,99,99,99
85,0,85,50,50,97,97,85,50,50
70,0,0,85,40,40,15,30,40,50
70,97,85,97,40,70,50,97,70,97
60,25,50,50,40,75,60,45,65,50
50,50,50,65,50,50,50,50,50,70
15,85,40,50,50,30,85,50,15,50
90,70,50,80,65,60,65,45,50,20
50,60,75,50,40,45,75,75,20,65
50,50,65,50,50,60,50,10,60,0
60,45,50,60,45,50,75,40,10,50
90,85,70,65,30,50,50,50,29,50
50,97,0,97,60,0,97,85,0,97
50,10,75,50,50,50,97,85,45,50
50,45,65,50,65,60,75,30,45,30
55,50,50,50,50,80,45,25,70,60
99,99,99,98,99,98,98,98,99,70
80,55,65,50,40,65,50,25,60,50
50,20,50,50,50,50,50,40,50,80
50,25,10,50,40,80,50,25,80,60
50,65,75,55,50,50,50,70,50,50
60,50,40,50,60,97,15,50,60,40
50,50,70,50,35,40,80,95,30,50
70,40,0,98,15,50,20,0,50,20
70,40,40,60,60,60,40,60,60,60
99,99,99,99,99,99,99,99,99,99
70,85,85,85,70,60,85,70,70,85
40,50,50,70,50,50,50,50,40,50
50,70,85,97,70,70,85,85,60,85
30,85,97,97,85,30,85,85,40,85
50,50,50,97,85,0,97,85,97,97
70,50,60,60,70,70,97,70,60,97
70,30,50,97,50,97,40,70,40,50
30,50,70,85,70,40,85,85,50,97
99,99,99,99,99,99,99,99,99,99
30,50,50,70,60,60,40,60,60,60
0,70,60,70,70,30,70,70,30,85
40,50,30,40,0,40,50,85,30,50
99,99,99,99,99,99,99,99,99,99
60,75,97,75,60,50,90,50,15,75
15,85,40,60,40,40,60,50,60,70
97,50,15,97,50,85,60,85,15,97
15,60,60,50,50,30,60,60,40,50
40,50,50,50,50,50,50,40,60,50
50,50,50,50,40,50,50,30,50,50
40,50,40,70,50,60,40,30,60,60
85,50,50,60,50,70,30,50,50,70
97,85,85,97,97,60,97,85,60,99
60,97,97,97,97,50,85,85,85,97
99,99,99,99,99,99,99,99,99,99
99,99,99,99,99,99,99,99,99,99
60,60,50,85,70,85,70,70,70,99
70,50,50,70,50,50,50,50,50,70
99,60,99,60,50,99,99,50,50,70
50,60,50,97,85,50,50,97,30,80
99,0,50,70,60,40,99,50,40,50
99,50,50,97,97,60,99,50,97,97
40,70,50,97,60,99,99,60,30,50
50,50,50,85,40,50,60,60,30,50
60,50,50,70,50,60,50,60,60,70
50,70,50,70,40,50,50,60,40,50
60,30,50,60,50,50,40,50,50,15
50,50,60,97,40,40,85,30,70,60
99,50,99,60,50,99,99,99,50,50
70,0,60,70,15,60,40,60,85,70
99,99,99,99,99,99,99,99,99,99
85,70,95,95,50,99,99,70,85,85
50,50,95,50,60,70,95,97,85,85
50,50,50,50,50,50,60,60,50,50
70,60,50,60,60,60,60,70,70,85
40,50,50,50,30,50,40,50,50,50
30,50,40,60,50,50,40,40,70,70
15,70,85,85,70,40,85,60,15,70
70,40,70,60,60,50,60,50,50,97
70,85,60,97,60,70,60,60,60,70
50,60,30,60,30,60,60,40,30,40
60,70,70,97,97,60,50,70,50,85
50,50,40,97,50,50,40,40,40,40
97,97,97,97,97,60,97,97,97,97
70,40,30,70,40,60,30,15,60,85
85,85,60,70,85,70,70,70,85,0
70,50,70,60,70,30,70,70,50,50
40,97,85,85,97,60,85,70,40,85
85,85,60,97,60,70,15,0,85,70
99,60,60,85,40,85,70,85,60,70
60,50,50,85,60,60,60,60,60,70
50,50,85,70,70,30,70,50,50,70
85,70,70,85,40,85,15,15,30,70
60,60,40,70,50,50,50,70,50,50
50,60,50,85,60,70,50,85,70,2
85,0,50,85,60,70,98,60,50,30
99,99,99,99,99,99,99,99,99,99
50,0,50,70,50,85,30,70,70,50
40,50,50,60,50,60,60,50,40,0
15,85,70,50,40,40,30,85,15,85
99,99,99,99,99,99,99,99,99,99
85,15,50,85,40,40,40,50,60,50
70,0,50,70,15,70,50,85,70,30
70,30,15,60,50,40,0,50,30,50
50,0,70,60,70,70,50,50,70,70
97,15,0,97,30,97,15,15,85,70
97,50,98,97,97,50,98,50,50,60
50,50,30,50,50,70,40,98,50,70
85,50,60,85,50,40,70,30,50,70
50,0,60,85,50,40,30,60,60,70
60,60,60,60,45,62,50,50,62,65
99,99,99,99,99,99,99,99,99,99
97,60,30,97,30,40,30,85,97,15
70,15,40,60,30,50,40,30,60,85
85,40,15,85,40,85,30,0,85,50
40,50,40,85,30,85,15,0,70,85
50,0,50,70,40,50,70,40,30,70
60,40,60,85,70,70,85,85,85,60
85,15,60,85,60,70,40,60,70,70
50,50,50,50,50,50,50,50,50,60
50,50,50,50,40,50,50,50,30,70
97,50,50,97,60,50,50,97,50,97
60,60,70,70,50,60,50,50,60,85
50,50,50,70,50,40,40,30,50,50
50,50,50,70,50,60,50,60,40,50
0,40,40,97,60,0,70,85,0,85
97,50,60,97,70,40,70,85,60,85
60,97,60,97,50,60,60,40,40,70
50,40,98,50,15,40,60,15,60,40
50,50,50,60,40,50,50,15,60,15
85,70,15,97,97,50,97,30,97,97
50,50,50,50,30,85,15,40,50,50
85,15,99,70,85,70,50,70,99,70
60,70,99,50,70,85,99,85,50,70
0,97,50,55,50,40,85,35,30,85
99,85,50,97,85,99,99,85,15,97
60,60,60,85,70,50,50,70,60,70
70,50,40,60,50,60,60,60,50,60
85,60,60,70,35,85,30,15,40,95
0,50,30,50,0,40,40,40,40,97
70,0,40,60,60,70,60,60,40,70
70,50,40,50,30,85,30,15,40,50
99,99,99,99,99,99,99,99,99,99
99,50,99,50,50,99,99,98,99,60
85,0,70,85,60,60,85,97,85,85
70,0,50,97,97,97,50,50,50,85
50,50,50,85,50,50,50,97,50,50
85,97,85,97,85,50,50,97,30,97
97,97,97,97,97,97,97,97,97,97
60,85,0,85,60,50,70,70,30,85
97,0,15,60,15,85,15,40,85,70
70,50,60,70,40,70,70,30,85,50
40,40,60,60,40,60,40,15,60,40
50,85,85,85,30,40,50,70,40,60
97,50,60,97,85,60,60,85,85,85
85,97,60,85,60,60,60,60,40,97
70,50,40,40,40,85,40,60,70,70
50,85,30,85,70,50,30,60,60,97
70,15,50,85,70,70,40,60,50,97
50,50,97,97,70,50,50,60,30,70
40,50,85,70,70,60,60,70,70,99
97,97,70,97,97,50,97,85,50,97
85,60,50,97,85,50,50,85,60,97
70,97,97,97,85,50,85,97,50,97
50,70,70,70,70,70,70,70,70,85
50,50,97,97,50,30,70,70,0,97
70,50,50,70,50,50,60,70,50,97
60,50,50,50,50,60,50,60,60,6
60,15,40,70,40,97,0,15,40,50
85,85,70,85,70,60,85,60,50,85
70,50,50,50,50,85,50,70,50,50
60,50,60,50,40,60,60,70,60,50
70,50,40,50,50,97,30,0,15,50
20,50,35,20,20,75,35,50,50,40
50,85,50,85,70,85,50,50,70,85
0,50,60,50,50,30,40,70,50,70
50,50,50,60,50,60,60,40,60,70
0,50,50,30,30,30,30,0,85,50
60,70,70,60,40,70,60,70,60,70
50,50,50,50,50,60,0,40,50,50
50,15,50,85,50,30,50,85,30,50
98,98,0,98,98,97,30,0,85,50
60,0,97,97,85,60,60,70,97,97
85,50,15,60,50,60,70,60,60,50
99,99,99,99,99,99,99,99,99,99
50,30,50,50,50,50,50,50,40,50
99,40,85,97,85,60,50,50,30,60
98,97,70,97,30,98,98,70,70,70
15,50,15,70,60,50,40,40,20,50
60,40,40,60,60,50,50,70,70,85
85,60,60,85,70,15,50,97,50,97
40,50,40,60,40,70,40,60,60,60
30,85,60,85,97,70,60,40,15,85
60,85,60,60,60,60,60,70,60,70
50,0,99,15,50,50,30,60,85,30
60,60,50,70,70,50,60,70,40,60
99,99,99,99,99,99,99,99,99,99
99,70,99,70,85,99,99,70,70,70
50,50,50,70,50,60,50,70,30,50
50,30,30,60,30,50,50,40,60,50
15,70,50,85,60,30,50,50,50,70
40,50,50,60,60,60,60,60,98,60
40,85,70,70,40,60,60,60,40,85
50,50,50,50,15,97,50,15,70,60
50,0,50,50,50,25,50,50,25,50
50,0,70,97,30,50,50,85,85,60
30,50,40,85,40,85,30,40,70,85
97,50,50,60,50,50,50,50,97,50
50,50,60,85,60,60,50,70,60,85
50,50,50,50,50,50,50,50,50,97
60,0,70,70,50,60,70,70,30,50
70,0,70,85,70,15,60,70,15,70
70,85,50,50,40,50,50,97,40,97
50,15,30,70,40,40,50,40,60,85
15,0,15,50,30,60,15,30,50,50
99,70,70,85,50,50,50,40,70,60
50,50,50,40,40,50,40,50,40,40
50,50,50,50,50,50,50,50,60,50
40,85,50,85,40,40,60,0,40,85
15,70,70,0,50,15,85,60,30,60
70,50,70,85,85,60,60,70,85,50
70,98,60,70,98,98,98,60,99,60
50,50,85,97,70,50,50,70,50,50
99,50,50,50,50,99,99,50,50,70
85,85,40,97,70,70,40,60,60,85
50,50,50,50,50,30,97,97,15,50
50,50,97,50,50,0,97,70,60,50
99,99,99,99,99,99,99,99,99,99
85,40,50,30,15,85,15,0,97,50
50,50,97,70,50,15,97,97,15,97
97,70,60,97,70,50,50,97,50,50
40,85,97,85,60,15,85,85,15,85
97,85,40,97,97,60,50,85,70,50
40,70,85,50,50,40,70,60,50,60
97,98,60,97,97,85,50,85,30,85
50,50,50,97,50,70,60,60,50,50
50,50,99,97,97,40,75,25,97,50
99,50,98,97,80,45,80,99,98,70
50,60,50,50,50,50,50,70,60,50
0,90,97,97,97,60,97,97,97,50
70,98,60,98,98,85,60,50,70,85
97,50,50,97,50,70,40,50,50,50
70,70,50,85,70,40,60,70,30,85
40,85,60,70,70,50,40,40,60,5
50,70,85,70,50,85,30,15,70,50
50,50,40,60,50,85,30,40,70,60
60,30,50,50,50,50,50,30,40,40
15,40,70,70,60,60,60,50,50,70
50,60,70,70,50,70,30,15,40,50
40,50,50,50,40,85,15,30,15,50
99,70,50,85,70,60,60,60,70,70
50,90,90,97,90,40,90,60,30,97
97,98,50,97,97,0,97,97,50,97
85,0,85,97,97,50,50,97,60,97
98,40,98,70,70,70,98,70,70,97
85,70,70,60,98,40,85,70,60,97
60,50,85,70,40,60,70,50,97,97
50,0,50,50,50,60,50,70,50,97
15,60,30,70,85,60,50,30,40,85
50,97,35,50,50,75,97,30,30,50
97,0,20,90,50,95,0,60,60,60
97,15,30,60,70,70,30,15,70,50
50,50,50,60,60,40,60,40,40,99
50,50,40,97,50,97,0,15,97,85
15,50,50,50,50,30,50,70,50,50
70,40,30,50,40,85,15,40,85,40
70,85,50,85,50,50,60,70,50,85
15,85,85,97,97,60,85,97,70,85
50,50,50,97,70,50,70,70,60,97
60,97,80,90,97,60,80,60,70,97
30,97,97,97,97,85,85,85,40,97
60,70,70,70,70,60,60,60,40,85
50,60,60,70,70,60,60,97,60,70
30,60,60,85,50,50,30,60,70,70
50,70,50,85,85,50,50,50,50,85
98,97,97,97,97,98,99,50,50,97
50,50,50,97,50,50,70,40,40,50
70,0,50,50,50,50,50,50,50,97
70,40,60,85,70,50,50,70,60,60
60,70,70,60,50,60,70,60,60,60
70,50,70,85,85,85,50,70,70,85
85,30,85,85,85,60,60,70,85,97
60,50,50,50,50,50,50,50,50,60
85,85,15,97,85,70,85,85,85,97
50,85,60,97,85,50,50,85,70,85
60,50,50,97,50,40,60,50,60,70
50,50,0,97,60,50,40,40,30,85
99,99,99,99,99,99,99,99,99,99
15,50,97,40,40,70,30,15,40,70
40,60,40,60,50,40,60,50,50,40
85,50,70,70,85,30,70,70,30,70
99,99,99,99,99,99,99,99,99,99
50,50,50,50,0,50,50,0,0,50
15,85,60,70,70,40,60,70,40,85
30,50,50,70,70,60,98,30,30,60
97,85,70,85,70,97,60,40,85,97
50,85,60,50,50,40,70,60,50,50
98,98,98,0,0,98,60,70,40,97
55,50,50,85,52,65,98,65,60,65
97,50,80,97,90,80,80,97,70,90
60,97,97,97,85,85,50,97,70,97
85,0,0,50,98,70,30,0,40,85
50,50,50,97,97,30,60,50,50,97
60,50,50,97,97,50,50,50,50,99
70,0,50,60,60,60,70,60,40,97
50,70,50,50,50,85,40,40,40,70
50,85,85,85,70,60,85,85,70,97
50,97,50,97,98,98,98,50,98,85
60,0,50,50,50,50,50,60,50,50
99,99,99,99,99,99,99,99,99,99
97,97,50,97,97,97,70,50,70,97
70,70,70,85,85,60,60,70,50,50
70,50,50,70,50,70,50,70,85,85
97,75,75,85,75,75,55,85,85,50
97,0,50,97,97,50,50,97,97,50
70,50,50,85,50,70,50,70,70,97
85,97,50,85,40,85,50,50,50,70
50,50,40,70,50,50,50,60,0,85
85,50,70,97,60,70,60,40,97,70
50,50,60,60,70,60,50,60,60,97
50,60,60,85,70,70,70,60,40,70
0,70,0,97,97,0,0,0,98,99
99,60,15,60,50,50,30,30,0,60
50,60,50,70,50,40,60,50,30,60
50,80,65,75,50,50,70,50,30,30
60,50,15,50,50,60,40,0,50,50
50,97,50,97,97,50,50,50,50,50
50,50,60,50,30,70,50,40,40,85
15,70,70,70,70,30,85,60,50,85
50,85,85,97,85,98,70,50,60,97
50,40,15,50,15,50,50,15,50,60
99,99,99,99,99,99,99,99,99,99
99,97,80,97,20,70,80,80,60,70
90,10,90,96,90,70,70,20,85,97
50,97,97,97,85,50,50,97,50,40
99,99,99,99,99,99,99,99,99,99
65,40,75,50,45,75,50,30,85,50
40,50,40,50,15,85,40,15,60,50
50,65,75,50,50,50,70,50,70,65
30,60,80,60,60,50,70,50,60,60
50,70,50,70,50,50,50,60,30,70
70,40,30,50,50,60,40,40,50,50
50,50,30,85,30,15,50,50,30,50
50,51,59,61,62,49,59,50,51,51
70,0,40,15,40,40,30,60,97,40
60,15,60,60,60,30,60,30,50,60
85,40,85,85,60,70,70,70,97,70
70,50,70,97,50,0,85,50,50,99
50,50,50,50,15,50,50,85,50,99
50,85,50,85,60,40,70,70,40,97
99,99,99,99,99,99,99,99,99,99
70,50,85,97,97,85,70,60,97,99
85,70,60,97,70,60,50,50,40,99
50,70,85,50,50,70,60,60,50,85
70,70,70,70,50,70,50,40,70,70
50,85,70,85,50,70,30,30,70,40
99,99,99,99,99,99,99,99,99,99
30,85,60,97,60,50,70,60,40,50
50,85,70,85,85,50,50,70,60,97
50,50,50,60,50,50,50,60,30,50
50,50,50,70,15,50,30,50,30,50
50,60,65,50,45,75,45,55,60,30
97,97,97,97,97,97,97,97,85,97
50,50,50,70,40,60,50,50,60,70
50,50,70,70,40,50,70,40,60,50
97,50,0,85,40,70,70,85,60,70
99,99,99,99,99,99,99,99,99,99
97,60,30,97,50,50,50,50,50,97
85,60,97,60,40,60,60,60,60,97
50,50,50,97,97,50,50,75,50,97
0,85,60,40,40,30,85,60,0,97
97,50,0,97,40,50,15,60,50,50
50,70,40,85,85,65,50,80,85,97
85,70,70,85,50,85,85,50,40,60
50,50,50,50,60,60,60,50,60,99
50,70,70,60,70,40,50,50,60,50
30,85,50,60,60,0,70,60,40,97
98,50,85,85,70,50,85,50,85,80
50,50,70,70,50,40,50,60,30,60
50,70,30,60,85,50,50,60,70,70
70,60,97,70,40,85,85,70,40,97
40,97,70,85,70,40,85,85,60,97
99,99,99,99,99,99,99,99,99,99
30,50,30,60,60,60,40,15,60,70
85,70,60,97,97,60,70,97,70,97
15,60,50,60,50,40,50,40,40,70
70,70,40,85,40,65,65,35,50,85
60,50,60,70,60,50,60,60,40,30
40,40,40,50,40,50,30,70,70,60
40,50,50,85,50,70,50,60,40,50
99,99,99,99,99,99,99,99,99,99
60,40,60,85,0,70,60,40,40,97
80,65,50,85,80,75,47,50,35,75
45,0,25,75,95,95,25,10,75,50
98,98,50,98,98,60,98,98,50,50
70,98,15,40,30,60,98,40,60,70
40,70,70,60,50,40,40,60,40,50
80,50,65,85,75,95,45,45,90,90
50,50,50,85,40,40,60,60,70,85
15,50,60,50,50,30,60,60,60,97
70,70,70,85,60,70,70,85,70,85
99,0,50,60,50,40,99,60,50,50
40,50,50,60,50,40,70,50,30,50
99,97,97,97,97,97,99,97,97,97
70,50,65,65,60,75,60,65,70,97
97,20,0,50,50,60,40,30,60,50
0,97,75,97,50,75,50,98,50,50
97,0,0,75,40,75,25,0,40,50
50,50,60,50,30,80,50,20,75,50
70,50,65,30,30,80,65,10,45,50
50,55,25,30,35,75,50,50,85,50
99,50,99,40,50,99,99,60,85,97
97,40,99,15,50,70,40,70,97,97
99,50,99,85,50,99,99,99,50,50
50,50,50,50,30,50,50,50,97,70
50,30,50,70,30,50,50,50,50,90
50,85,60,50,50,30,70,50,70,85
99,99,99,99,99,99,99,99,99,99
50,15,40,70,40,30,85,50,60,50
40,50,60,50,50,70,30,40,40,60
0,85,60,97,70,60,85,70,60,97
98,50,50,50,50,50,50,30,60,85
15,60,60,85,60,60,85,70,60,97
50,50,50,70,50,60,70,60,40,85
30,70,50,60,50,70,15,30,60,97
50,60,50,60,60,40,60,40,40,85
40,85,60,85,50,70,60,85,70,97
50,70,60,50,50,50,50,30,50,50
97,85,85,85,60,85,70,97,85,85
0,0,50,97,85,15,50,70,0,70
99,97,99,97,97,99,98,98,97,97
50,40,40,50,40,50,40,30,50,50
0,97,15,97,0,15,0,99,0,0
15,97,97,70,60,30,85,70,0,97
60,85,97,15,15,30,60,85,60,97
0,70,70,85,70,50,70,70,15,60
15,30,40,85,50,15,15,40,30,50
50,50,50,70,50,70,50,40,50,70
50,0,15,97,97,70,50,60,50,97
15,97,97,97,85,0,97,97,40,97
60,50,40,60,40,60,60,40,60,50
15,70,15,70,70,60,40,15,15,85
60,60,50,97,97,60,60,40,30,97
97,97,85,85,60,40,60,85,15,97
40,85,70,85,85,70,40,60,70,97
70,60,50,97,85,60,50,85,85,97
85,70,50,50,70,70,50,70,50,70
60,85,85,97,85,60,86,70,15,85
99,0,50,50,30,50,50,0,40,60
50,70,50,97,85,60,50,97,85,70
70,50,50,95,70,80,50,50,65,70
50,60,40,70,30,70,40,0,85,40
98,0,50,70,0,70,0,0,50,70
99,50,50,70,30,50,50,60,40,50
97,50,50,70,60,50,50,50,40,50
60,50,60,97,70,60,60,70,70,50
85,50,15,50,50,85,15,0,85,99
55,90,90,85,75,55,85,65,50,85
97,85,97,97,15,97,30,70,97,97
60,30,40,70,40,70,15,40,60,40
97,50,97,97,50,50,60,50,30,97
50,85,60,97,50,40,60,70,40,50
15,97,65,70,40,60,70,65,5,60
60,60,60,60,60,60,60,60,60,85
60,70,50,70,60,50,60,60,60,50
2,50,49,50,50,55,49,50,50,50
70,30,60,30,40,85,15,0,70,50
50,85,50,50,50,40,60,70,50,85
40,70,50,70,40,40,70,60,40,85
40,50,50,60,40,40,50,70,50,60
50,50,70,50,50,60,60,50,40,60
30,0,97,97,97,97,50,0,50,50
60,70,85,60,50,99,99,70,97,35
50,85,97,85,85,60,85,85,30,97
98,98,20,50,50,98,99,98,98,30
50,60,60,70,50,70,40,50,70,85
98,15,50,60,40,50,98,50,50,70
70,70,70,85,40,40,60,50,60,85
85,0,50,50,0,97,0,50,85,40
50,50,40,97,60,50,40,30,50,50
60,60,60,60,50,60,60,60,60,60
50,40,50,85,60,60,50,40,15,50
85,85,40,97,85,60,85,85,97,85
50,50,50,50,30,70,40,15,40,40
50,50,50,60,50,60,40,30,40,50
55,85,85,80,80,40,95,80,20,75
99,70,70,85,70,40,70,70,40,85
50,85,70,85,60,70,85,40,70,50
50,85,50,70,40,40,85,40,30,40
50,50,60,60,60,50,50,60,15,70
60,15,50,70,85,70,85,60,70,60
85,85,70,85,85,85,85,70,85,99
0,85,85,70,70,40,85,85,30,70
50,85,40,50,30,40,60,15,30,50
60,0,15,85,95,30,40,85,85,85
99,99,99,99,99,99,99,99,99,99
50,85,50,50,40,40,70,60,15,70
60,98,98,80,98,98,50,70,60,85
70,0,0,85,50,70,30,50,40,50
30,97,90,97,90,60,90,97,70,97
50,50,60,70,40,60,60,60,30,85
30,50,70,70,70,40,85,85,50,97
60,30,15,70,60,85,30,30,85,70
50,50,60,50,30,50,70,60,70,60
50,70,70,70,50,50,50,50,50,50
50,50,40,85,60,40,50,30,30,85
70,85,85,97,50,50,50,85,60,97
60,50,50,50,50,50,50,60,40,15
97,50,85,5,60,70,50,85,50,50
97,50,85,85,30,97,0,15,97,85
60,0,50,70,70,60,60,70,60,97
50,0,85,97,97,30,30,70,70,85
70,70,70,85,40,85,50,50,60,97
0,85,70,50,70,30,60,60,40,50
0,50,50,50,50,0,85,85,40,50
50,70,70,70,70,70,70,40,60,85
50,50,50,97,50,50,40,30,40,70
70,30,50,40,30,85,40,40,70,50
97,0,50,0,97,50,50,70,50,97
50,60,50,70,75,60,50,70,60,60
99,99,99,99,99,99,99,99,99,99
30,50,60,50,60,60,97,70,50,50
70,50,30,97,60,85,15,0,97,85
99,0,99,60,50,50,50,50,50,70
85,50,70,97,65,70,70,97,60,97
60,40,30,50,50,60,60,50,60,97
0,0,0,97,0,0,0,0,0,97
30,60,0,70,30,70,70,40,50,50
60,70,70,70,70,70,60,40,97,70
97,97,97,50,30,30,30,30,30,50
70,0,60,85,30,70,70,50,50,97
70,50,50,50,50,50,50,50,60,50
40,50,60,70,30,30,70,60,15,40
85,97,50,50,70,40,50,85,50,50
40,40,40,40,40,50,50,70,70,40
85,15,99,85,40,99,99,85,30,60
15,85,50,85,40,40,60,70,0,60
99,70,97,97,50,60,97,50,97,70
97,50,85,97,85,97,99,97,97,97
50,50,50,50,60,50,50,50,50,70
60,60,60,85,60,70,60,60,60,97
60,60,70,70,60,50,70,70,40,60
60,70,40,60,30,40,85,40,40,99
50,85,0,85,0,85,50,60,50,70
85,0,0,85,50,50,0,97,0,0
50,50,30,85,50,50,50,50,30,50
50,50,50,97,70,50,50,50,50,97
15,0,15,50,15,30,30,30,0,40
30,60,60,60,60,40,70,70,40,70
99,0,0,97,0,97,0,70,85,70
60,40,50,50,30,50,40,60,30,0
60,50,50,75,55,30,70,75,50,50
30,50,85,85,50,50,70,97,50,75
40,50,50,50,50,50,50,40,60,70
99,99,99,99,99,99,99,99,99,99
30,70,50,70,60,65,60,70,45,70
15,99,50,70,60,99,99,40,15,70
50,50,30,50,40,70,0,10,50,50
50,85,70,97,70,50,60,70,85,85
50,80,50,90,50,70,50,85,50,75
15,80,90,50,30,0,85,50,30,60
97,0,30,50,50,95,0,0,85,15
87,0,56,43,34,3,34,12,21,43
99,99,99,99,99,99,99,99,99,99
93,49,48,97,45,91,16,2,79,50
95,70,15,50,50,85,10,30,80,90
97,0,15,97,30,60,0,0,30,40
50,60,40,60,50,50,50,50,40,50
50,15,50,40,15,70,30,40,70,60
50,50,50,50,50,50,50,15,50,50
97,97,97,97,30,97,97,97,97,97
0,90,85,90,85,40,50,60,50,95
99,99,99,99,99,99,99,99,99,99
60,50,30,97,60,85,15,0,70,85
30,85,60,80,60,40,60,60,15,50
45,75,40,75,70,50,85,50,85,60
50,80,90,75,60,0,90,97,50,97
30,50,50,50,50,60,40,40,40,60
50,50,97,97,90,0,0,80,40,97
0,70,65,50,50,25,55,50,20,50
50,50,50,50,50,50,40,50,50,97
99,50,40,97,85,50,85,97,40,50
99,50,50,55,45,60,45,80,50,80
50,60,40,20,0,60,46,10,20,50
40,50,50,70,50,30,50,50,15,50
50,0,50,70,0,85,60,0,85,60
60,20,10,60,40,70,55,40,40,50
50,50,60,70,40,60,40,50,50,70
60,50,60,85,50,60,55,30,40,80
