"id","country","age","gender","ses","religion","married","education","IGF01","IGF02","IGF03","IGF04","IGI01","IGI02","IGI03","IGI04","OGF01","OGF02","OGF03","OGF04","OGI01","OGI02","OGI03","OGI04","leadership01","leadership02","leadership03","leadership04","leadership05","leadership06","empathic_concern_01","empathic_concern_02","empathic_concern_03","perspective_taking_01","perspective_taking_02","perspective_taking_03","perspective_taking_04","history_discrimination","fight_outgroup","og_host_01","og_host_02","og_coop_01","og_coop_02","NegativeToPositive","HostileToFriendly","SuspiciousToTrusting","ContemptToRespect","ThreatenedToRelaxed","IGFusion","IGIdentification","OGFusion","OGIdentification"
"PAK60","Pakistan",40,"Male","Middle","Sikh","Married","High school or less",7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,5,7,5,5,7,7,5,6,7,6,2,3,3,3,6,7,7,7,6,7,7,7,7,6.25,6
"PAK61","Pakistan",36,"Female","Middle","Christian: Catholic","Married","Bachelors",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,5,1,7,2,6,6,7,7,7,7,7,6,2,2,2,6,6,4,7,6,7,4,6,6,6,6
"PAK62","Pakistan",20,"Male","Middle","Christian: Catholic","Unmarried","Masters or above",1,1,6,4,1,1,1,1,4,4,3,1,4,7,4,6,1,1,4,1,6,1,4,6,4,4,4,4,6,4,2,2,2,6,6,6,6,4,4,7,3,3.66666666666667,3,2.66666666666667
"PAK63","Pakistan",23,"Female","Middle","Muslim: Shia","Unmarried","Bachelors",7,7,5,5,6,6,6,6,5,5,5,6,5,5,5,5,6,6,7,7,2,1,7,7,5,6,7,5,7,6,1,3,2,6,6,7,7,7,3,6,6,5.66666666666667,5.25,5.33333333333333
"PAK64","Pakistan",25,"Female","Middle","Muslim: Sunni","Unmarried","Masters or above",6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,6,2,1,1,1,7,7,6,5,5,5,4,5,1,4,3,6,6,6,6,5,6,4,6,6,3,3
"PAK65","Pakistan",22,"Female","Middle","Christian: Catholic","Unmarried","Masters or above",7,7,7,7,7,7,7,7,7,7,4,4,3,3,3,3,6,6,6,6,6,6,7,7,7,7,7,7,7,2,2,2,2,6,6,7,7,7,1,7,7,7,5.5,5
"PAK66","Pakistan",43,"Female","Middle","Muslim: Sunni","Married","Masters or above",4,6,6,5,5,4,5,5,3,3,2,7,5,3,1,2,6,2,4,6,2,2,5,6,6,7,5,6,5,4,4,2,2,5,6,4,4,3,5,3,5.25,5.66666666666667,3.75,4
"PAK67","Pakistan",32,"Female","Lower middle","Muslim: Shia","Married","No schooling",7,7,7,7,7,7,7,7,5,5,5,5,1,6,6,5,6,6,6,6,2,2,7,6,7,6,5,5,5,5,2,5,5,6,6,6,6,6,6,7,7,7,5,5
"PAK68","Pakistan",47,"Female","Lower middle","Muslim: Shia","Married","No schooling",7,7,7,7,7,7,7,7,5,4,4,4,1,5,5,5,6,6,6,5,2,2,5,6,6,6,5,5,3,4,2,4,4,4,5,2,6,6,6,6,7,7,4.25,4
"PAK69","Pakistan",36,"Female","Middle","Muslim: Shia","Married","No schooling",7,7,7,7,7,7,7,7,5,3,5,5,2,6,5,4,5,5,5,4,3,3,6,6,6,5,4,5,4,5,2,5,4,6,6,3,3,5,6,6,7,7,4.5,4.33333333333333
"PAK70","Pakistan",25,"Male","Middle","Muslim: Shia","Unmarried","Masters or above",7,7,7,7,2,6,6,6,4,2,2,2,2,2,2,2,6,2,6,2,5,2,5,6,6,5,5,6,5,6,4,5,5,5,6,2,2,2,3,3,7,7,2.5,2
"PAK71","Pakistan",29,"Male","Middle","Muslim: Shia","Married","Masters or above",7,7,7,7,6,6,6,6,6,2,4,4,6,6,5,4,6,4,6,5,6,5,6,6,7,6,5,5,2,4,1,4,4,6,6,3,5,5,5,5,7,7,4,3.33333333333333
"PAK72","Pakistan",29,"Male","Middle","Muslim: Shia","Unmarried","Masters or above",7,7,7,7,5,7,7,7,5,2,5,5,5,6,5,4,7,5,2,6,6,3,7,7,7,6,6,6,5,6,1,5,4,5,7,4,4,5,5,4,7,7,4.25,4
"PAK73","Pakistan",21,"Male","Middle","Muslim: Shia","Unmarried","Masters or above",7,7,7,7,7,7,7,7,6,6,4,5,4,5,5,5,6,6,4,7,7,7,7,7,7,5,5,2,6,6,2,6,4,5,6,4,5,5,5,5,7,7,5.25,5
"PAK74","Pakistan",24,"Male","Middle","Muslim: Shia","Unmarried","Bachelors",7,7,7,7,7,6,7,7,5,1,1,5,1,3,2,3,7,5,2,6,7,6,6,7,7,6,5,5,5,6,3,6,4,4,5,4,6,4,7,5,7,7,3,2.33333333333333
"PAK75","Pakistan",20,"Male","Middle","Muslim: Shia","Unmarried","High school or less",7,7,7,7,7,7,7,7,5,5,1,5,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,5,7,1,1,2,7,7,5,6,6,6,4,7,7,4,3.66666666666667
"PAK76","Pakistan",28,"Male","Lower middle","Muslim: Shia","Unmarried","Masters or above",6,6,5,5,4,6,6,6,2,2,3,4,5,6,4,4,4,5,3,5,2,3,6,6,6,5,6,5,4,5,2,5,5,5,5,4,5,4,5,4,5.5,5.33333333333333,2.75,3
"PAK77","Pakistan",26,"Male","Middle","Muslim: Shia","Other","Masters or above",7,7,7,7,7,7,7,7,5,1,5,5,5,6,5,5,7,5,5,3,5,3,7,7,6,5,5,6,5,7,1,5,3,5,7,7,6,6,6,3,7,7,4,3.66666666666667
"PAK78","Pakistan",25,"Male","Middle","Muslim: Shia","Unmarried","Masters or above",6,6,2,6,6,6,6,6,6,2,6,6,5,6,2,5,6,5,6,2,2,2,7,7,5,5,7,6,6,2,2,2,2,6,6,7,6,4,6,6,5,4.66666666666667,5,4.66666666666667
"PAK79","Pakistan",24,"Male","Middle","Muslim: Shia","Unmarried","Masters or above",6,6,6,6,7,6,6,6,6,2,5,6,2,6,5,6,5,6,6,2,2,2,6,6,5,5,6,6,6,6,2,2,2,6,6,5,6,6,6,6,6,6,4.75,4.33333333333333
"PAK80","Pakistan",55,"Male","Middle","Muslim: Shia","Married","High school or less",7,7,7,7,7,7,7,7,5,5,5,5,1,6,4,4,7,7,7,2,2,2,6,6,6,6,6,6,6,6,2,2,2,6,6,6,7,7,6,7,7,7,5,5
"PAK81","Pakistan",48,"Female","Middle","Muslim: Shia","Married","No schooling",7,7,7,7,7,7,7,7,5,5,5,5,3,7,6,7,6,6,6,2,3,3,6,7,7,7,3,7,5,4,1,4,2,7,7,7,7,7,7,6,7,7,5,5
"PAK82","Pakistan",56,"Male","Middle","Muslim: Shia","Married","Masters or above",7,7,7,7,7,7,7,7,4,5,5,5,1,6,6,6,7,6,6,6,2,3,7,7,7,6,5,6,6,6,1,3,6,6,6,4,5,6,6,7,7,7,4.75,5
"PAK83","Pakistan",50,"Female","Upper middle","Muslim: Shia","Married","Masters or above",7,7,7,7,7,7,7,7,5,5,5,5,2,7,5,6,7,7,7,7,2,2,7,7,7,7,5,7,7,6,1,5,3,7,7,6,6,3,6,4,7,7,5,5
"PAK84","Pakistan",31,"Female","Middle","Muslim: Sunni","Married","Masters or above",7,7,7,7,9,7,7,7,1,1,1,1,1,1,1,1,6,6,7,2,1,2,7,7,7,5,6,7,7,6,2,5,6,5,5,4,6,7,7,7,7,7,1,1
"PAK85","Pakistan",54,"Female","Middle","Muslim: Sunni","Married","Bachelors",7,7,7,6,7,7,7,7,1,2,2,2,1,2,2,2,6,6,6,2,2,2,7,7,7,6,6,6,6,6,1,5,4,5,5,5,5,5,6,6,6.75,6.66666666666667,1.75,2
"PAK86","Pakistan",54,"Female","Middle","Muslim: Sunni","Married","High school or less",7,7,7,7,7,7,7,7,1,2,2,2,1,1,1,1,5,6,6,6,2,2,6,6,6,5,5,5,5,4,2,6,5,2,5,3,4,2,2,3,7,7,1.75,2
"PAK87","Pakistan",49,"Male","Middle","Muslim: Sunni","Married","Masters or above",5,5,3,5,5,5,6,5,5,3,5,5,5,5,4,4,6,6,5,2,6,2,5,6,5,5,5,6,5,2,2,2,2,4,5,4,5,5,6,6,4.5,4.33333333333333,4.5,4.33333333333333
"PAK88","Pakistan",86,"Male","Middle","Muslim: Sunni","Other","High school or less",7,7,7,7,7,7,7,7,1,1,1,1,1,5,2,2,6,6,6,6,2,2,6,6,6,6,6,6,6,6,2,6,6,1,5,3,6,5,5,5,7,7,1,1
"PAK89","Pakistan",38,"Male","Middle","Muslim: Sunni","Married","Bachelors",7,6,6,7,6,5,6,7,6,6,6,6,6,4,6,7,7,6,5,6,4,6,6,5,7,6,6,5,2,6,1,4,4,6,5,5,5,4,5,4,6.5,6.33333333333333,6,6
"PAK90","Pakistan",34,"Male","Lower middle","Muslim: Sunni","Married","Masters or above",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,7,7,7,7,4,3,7,4,7,7,7,5,4,3,1,4,3,3,4,4,4,4,4,4,7,7,1,1
"PAK91","Pakistan",22,"Male","Middle","Muslim: Sunni","Unmarried","Masters or above",7,6,5,7,4,6,7,5,6,7,5,7,3,5,4,3,6,2,6,6,5,6,7,7,7,7,5,7,5,6,2,7,5,5,6,1,1,2,3,4,6.25,6,6.25,6.33333333333333
"PAK92","Pakistan",53,"Male","Middle","Muslim: Sunni","Married","Masters or above",6,6,6,6,7,7,7,7,3,1,1,1,1,1,1,1,6,6,6,2,2,2,6,6,6,5,5,6,5,6,1,6,4,2,2,2,3,3,3,3,6,6,1.5,1
"PAK93","Pakistan",29,"Male","Middle","Muslim: Sunni","Other","Bachelors",7,7,7,7,7,7,7,7,4,4,4,4,1,1,1,1,7,7,7,7,7,3,7,7,7,7,7,7,7,7,1,7,7,7,7,1,1,1,1,1,7,7,4,4
"PAK94","Pakistan",32,"Male","Lower middle","Muslim: Sunni","Married","Masters or above",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,2,2,3,5,3,2,3,7,7,6,5,5,5,7,2,7,7,2,2,4,4,4,4,4,7,7,1,1
"PAK95","Pakistan",23,"Female","Middle","Muslim: Sunni","Unmarried","Masters or above",7,7,7,7,7,1,7,7,1,1,1,1,1,1,1,1,7,1,4,7,7,4,7,7,7,7,7,7,7,1,4,1,1,1,1,1,1,1,4,1,7,7,1,1
"PAK96","Pakistan",30,"Female","Lower middle","Muslim: Shia","Married","High school or less",7,7,7,7,7,7,7,7,4,4,4,4,1,6,3,6,6,6,6,6,3,3,6,6,6,6,3,6,3,5,4,5,5,5,6,3,3,5,5,5,7,7,4,4
"PAK97","Pakistan",25,"Female","Lower middle","Muslim: Shia","Married","High school or less",7,3,6,6,7,7,7,7,5,5,6,6,2,6,6,6,7,7,6,3,2,2,7,6,7,6,4,6,6,2,1,2,2,7,7,6,7,7,7,7,5.5,5,5.5,5.66666666666667
"PAK98","Pakistan",34,"Female","Middle","Muslim: Shia","Married","High school or less",7,7,7,7,7,7,7,7,4,4,4,4,2,5,5,5,7,7,6,5,2,6,7,7,7,6,6,6,6,5,1,4,2,6,6,6,7,7,7,7,7,7,4,4
"PAK99","Pakistan",34,"Female","Middle","Muslim: Shia","Married","High school or less",7,7,7,7,7,7,7,7,3,5,5,5,1,6,6,5,6,6,6,5,2,2,6,7,7,6,6,6,6,3,1,3,2,6,6,7,6,6,6,6,7,7,4.5,5
"PAK100","Pakistan",25,"Female","Middle","Muslim: Shia","Married","High school or less",7,7,7,7,7,7,7,7,6,6,6,6,5,6,6,6,7,6,6,6,3,2,7,7,7,6,6,6,6,5,1,5,2,6,6,7,7,7,7,7,7,7,6,6
"PAK101","Pakistan",26,"Female","Middle","Muslim: Shia","Unmarried","Masters or above",6,5,5,6,6,4,5,4,6,6,5,5,6,5,4,5,6,5,4,6,7,4,4,2,6,5,6,6,6,7,6,2,4,5,6,6,6,6,6,4,5.5,5.33333333333333,5.5,5.33333333333333
"PAK102","Pakistan",21,"Female","Upper middle","Muslim: Sunni","Unmarried","Masters or above",6,3,3,3,3,1,1,1,3,2,4,3,1,3,2,1,4,3,4,3,3,6,4,5,4,,3,2,6,4,4,4,3,6,5,2,6,3,5,5,3.75,3,3,3
"PAK103","Pakistan",25,"Female","Middle","Muslim: Sunni","Married","Masters or above",7,6,6,7,6,6,6,6,2,2,2,2,2,2,2,2,7,5,7,2,1,1,5,6,6,6,6,6,4,5,2,5,5,2,2,2,2,1,6,4,6.5,6.33333333333333,2,2
"PAK104","Pakistan",25,"Female","Upper middle","Muslim: Sunni","Other","Masters or above",6,7,6,6,7,6,6,6,7,1,1,1,2,1,1,4,4,2,4,4,2,1,6,6,7,4,5,5,5,4,1,3,2,6,4,4,6,5,7,4,6.25,6.33333333333333,2.5,1
"PAK105","Pakistan",24,"Female","Upper middle","Muslim: Sunni","Unmarried","Masters or above",4,5,5,4,4,4,3,3,5,4,4,3,3,4,3,4,6,6,5,5,3,4,7,6,7,6,4,6,6,4,4,3,3,3,4,4,4,3,4,4,4.5,4.66666666666667,4,3.66666666666667
"PAK106","Pakistan",21,"Male","Middle","Muslim: Sunni","Unmarried","Masters or above",3,3,1,2,4,1,1,3,1,1,1,1,1,1,1,1,6,5,5,6,6,6,5,3,5,6,7,6,6,3,1,1,1,6,7,6,7,6,7,7,2.25,2,1,1
"PAK107","Pakistan",26,"Male","Middle","Muslim: Sunni","Unmarried","High school or less",7,7,7,7,7,7,7,7,4,4,4,4,1,4,2,4,6,6,6,6,5,2,7,7,6,5,5,5,5,4,2,4,4,5,6,3,3,4,6,3,7,7,4,4
"PAK108","Pakistan",34,"Male","Upper middle","Muslim: Sunni","Unmarried","Bachelors",6,7,7,7,7,6,6,6,6,2,4,6,2,5,3,2,6,6,6,2,5,2,7,7,7,7,7,7,6,6,1,1,1,6,5,5,5,6,5,6,6.75,7,4.5,4
"PAK109","Pakistan",32,"Male","Lower middle","Muslim: Sunni","Married","Masters or above",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,2,2,3,5,3,2,3,7,7,6,5,5,5,7,2,7,7,2,2,4,4,4,4,4,7,7,1,1
"PAK110","Pakistan",33,"Male","Middle","Muslim: Sunni","Married","Masters or above",6,6,6,6,6,6,6,6,2,2,2,2,1,1,1,1,6,6,6,3,3,3,6,6,6,6,6,5,5,6,1,5,3,6,6,4,5,4,6,4,6,6,2,2
"PAK111","Pakistan",33,"Male","Middle","Muslim: Sunni","Married","Bachelors",5,4,5,5,6,5,5,5,5,3,4,4,5,5,5,5,6,6,6,6,6,2,6,7,6,6,6,6,6,6,1,5,5,3,3,3,4,1,6,4,4.75,4.66666666666667,4,3.66666666666667
"PAK112","Pakistan",56,"Male","Middle","Muslim: Sunni","Married","Masters or above",3,2,1,5,5,5,5,6,4,3,1,1,1,1,1,1,7,7,7,7,1,1,2,4,5,3,2,4,3,1,1,1,1,6,6,6,7,5,6,5,2.75,2.66666666666667,2.25,1.66666666666667
"PAK113","Pakistan",30,"Male","Middle","Muslim: Sunni","Other","High school or less",6,6,6,6,7,7,7,7,4,3,3,2,1,1,1,2,7,6,6,4,2,2,1,3,5,5,5,5,6,6,2,6,6,5,5,2,3,2,5,6,6,6,3,2.66666666666667
"PAK114","Pakistan",38,"Male","Middle","Muslim: Sunni","Married","High school or less",6,6,7,6,7,7,7,7,4,4,4,4,2,3,3,3,7,7,7,6,2,2,6,7,6,6,5,6,5,4,1,3,3,6,6,4,5,6,4,5,6.25,6.33333333333333,4,4
"PAK115","Pakistan",22,"Male","Middle","Muslim: Sunni","Unmarried","Masters or above",5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,7,7,7,7,6,1,7,7,7,1,6,7,7,5,5,7,6,5,5,4,5,5,5,3,5,5,5,5
"PAK116","Pakistan",30,"Male","Middle","Muslim: Sunni","Married","Masters or above",4,5,6,6,6,4,6,6,2,3,1,1,6,2,2,1,1,1,1,2,6,5,6,7,7,6,6,6,6,3,2,3,3,4,4,5,5,5,6,5,5.25,5.66666666666667,1.75,1.66666666666667
"PAK117","Pakistan",40,"Male","Middle","Muslim: Sunni","Married","Masters or above",4,4,4,5,5,5,5,5,5,4,4,5,4,4,4,4,7,2,6,1,5,6,6,6,6,6,6,6,6,4,1,4,4,5,5,4,4,4,4,4,4.25,4.33333333333333,4.5,4.33333333333333
"PAK118","Pakistan",34,"Male","Upper middle","Muslim: Sunni","Unmarried","Bachelors",6,7,7,7,7,6,6,6,6,2,4,6,2,5,3,2,6,6,6,2,5,2,7,7,7,7,7,7,6,6,1,1,1,6,5,5,5,6,5,6,6.75,7,4.5,4
"PAK119","Pakistan",34,"Male","Middle","Muslim: Sunni","Married","Masters or above",4,5,4,5,4,4,5,4,4,5,4,5,2,4,5,4,7,4,7,7,7,4,7,4,7,7,7,7,4,4,4,4,5,2,3,5,4,5,5,4,4.5,4.66666666666667,4.5,4.66666666666667
"PAK120","Pakistan",29,"Male","Middle","Muslim: Sunni","Other","Masters or above",7,6,7,7,7,7,7,7,4,1,1,1,1,2,1,1,7,6,6,3,6,2,7,6,7,6,6,6,6,5,1,4,4,5,5,3,6,3,6,6,6.75,6.66666666666667,1.75,1
"PAK121","Pakistan",34,"Male","Middle","Muslim: Sunni","Married","Masters or above",6,7,7,6,6,6,6,6,6,1,1,1,1,1,1,1,6,6,6,7,4,2,6,6,7,6,6,6,5,6,1,4,5,4,6,3,4,5,5,4,6.5,6.66666666666667,2.25,1
"PAK122","Pakistan",32,"Male","Middle","Muslim: Sunni","Other","Bachelors",2,3,3,3,5,4,4,3,4,3,4,3,4,3,2,3,4,3,4,3,4,3,3,4,3,2,3,2,4,3,4,4,3,6,5,2,3,4,4,2,2.75,3,3.5,3.33333333333333
"PAK123","Pakistan",26,"Male","Middle","Muslim: Sunni","Unmarried","Bachelors",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,2,7,1,1,7,7,7,7,7,7,7,7,7,1,7,7,7,1,7,1,1,1,1,1,7,7,1,1
"PAK124","Pakistan",30,"Male","Middle","Muslim: Sunni","Married","Bachelors",6,5,4,5,7,5,4,6,2,4,2,1,1,4,1,4,7,6,6,2,4,3,5,7,4,6,5,6,5,5,1,5,4,4,6,3,4,3,5,3,5,4.66666666666667,2.25,2.33333333333333
"PAK125","Pakistan",22,"Male","Middle","Muslim: Sunni","Unmarried","Masters or above",4,2,3,3,1,2,2,2,4,2,4,2,2,2,2,2,7,7,7,4,5,5,6,7,6,6,6,6,6,4,1,4,4,6,6,5,5,4,6,5,3,2.66666666666667,3,2.66666666666667
"PAK126","Pakistan",22,"Male","Middle","Muslim: Sunni","Unmarried","High school or less",7,7,6,7,7,6,7,7,4,4,3,4,4,3,3,4,7,5,7,3,4,3,5,5,5,5,5,7,7,4,1,4,4,6,6,4,4,4,4,4,6.75,6.66666666666667,3.75,3.66666666666667
"PAK127","Pakistan",21,"Male","Middle","Muslim: Sunni","Unmarried","Masters or above",6,7,7,7,6,6,6,6,7,3,3,4,3,5,3,4,5,5,5,3,6,2,7,7,7,7,7,7,7,1,1,1,1,7,6,7,7,7,7,7,6.75,7,4.25,3.33333333333333
"PAK128","Pakistan",26,"Male","Upper middle","Muslim: Sunni","Married","Masters or above",7,5,5,6,7,5,6,6,4,4,2,2,3,2,4,3,4,3,5,4,6,4,7,6,6,4,5,6,5,3,1,1,1,5,7,6,7,4,6,6,5.75,5.33333333333333,3,2.66666666666667
"PAK129","Pakistan",25,"Male","Middle","Muslim: Sunni","Unmarried","Masters or above",6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,6,2,1,1,1,7,7,6,5,5,5,4,5,1,4,3,6,6,6,6,5,6,4,6,6,3,3
"PAK130","Pakistan",43,"Male","Middle","Muslim: Sunni","Married","Masters or above",4,6,6,5,5,4,5,5,3,3,2,7,5,3,1,2,6,2,4,6,2,2,5,6,6,7,5,6,5,4,4,2,2,5,6,4,4,3,5,3,5.25,5.66666666666667,3.75,4
"PAK131","Pakistan",60,"Male","Middle","Muslim: Sunni","Married","Bachelors",6,6,6,6,6,6,6,6,3,3,3,3,1,6,3,3,5,5,4,4,6,6,5,4,4,6,6,5,5,3,1,3,2,6,6,7,6,6,6,6,6,6,3,3
"PAK132","Pakistan",22,"Male","Upper middle","Muslim: Sunni","Unmarried","Masters or above",7,7,7,7,6,7,7,7,2,1,1,1,1,1,1,1,7,6,5,4,4,4,6,7,6,5,5,5,4,7,7,7,7,1,7,5,5,4,4,3,7,7,1.25,1
"PAK133","Pakistan",23,"Male","Upper middle","Muslim: Sunni","Unmarried","High school or less",7,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,6,2,6,6,6,6,2,2,6,6,6,6,6,2,2,6,2,2,6,4,5,5,5,5,6.25,6,3,2
"PAK134","Pakistan",28,"Male","Middle","Muslim: Sunni","Unmarried","Masters or above",6,6,5,5,4,5,5,6,5,2,2,2,2,5,2,5,6,6,6,2,6,2,6,7,7,5,5,6,2,5,1,5,2,6,6,6,5,5,7,5,5.5,5.33333333333333,2.75,2
"PAK135","Pakistan",24,"Male","Lower middle","Muslim: Sunni","Unmarried","Masters or above",6,6,6,6,3,6,6,5,6,3,4,4,4,5,4,4,6,6,6,1,1,1,7,7,7,3,3,3,1,3,1,1,1,5,5,5,5,6,6,6,6,6,4.25,3.66666666666667
"PAK136","Pakistan",33,"Male","Middle","Muslim: Sunni","Married","Bachelors",5,4,5,5,6,5,5,5,5,3,4,4,5,5,5,5,6,6,6,6,6,2,6,7,6,6,6,6,6,6,1,5,5,3,3,3,4,1,6,4,4.75,4.66666666666667,4,3.66666666666667
"PAK137","Pakistan",32,"Male","Lower middle","Muslim: Sunni","Married","Masters or above",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,2,2,3,5,3,2,3,7,7,6,5,5,5,7,2,7,7,2,2,4,4,4,4,4,7,7,1,1
"PAK138","Pakistan",28,"Male","Middle","Muslim: Sunni","Unmarried","Masters or above",6,6,5,5,4,5,5,6,5,2,2,2,2,5,2,5,6,6,6,2,6,2,6,7,7,5,5,6,2,5,1,5,2,6,6,6,5,5,7,5,5.5,5.33333333333333,2.75,2
"PAK139","Pakistan",30,"Male","Upper middle","Muslim: Sunni","Unmarried","Masters or above",7,4,5,5,7,7,7,5,6,4,1,7,2,5,5,3,7,6,7,5,2,5,7,7,7,3,7,7,7,3,1,4,4,7,7,7,6,5,6,4,5.25,4.66666666666667,4.5,4
"PAK140","Pakistan",29,"Male","Upper middle","Muslim: Sunni","Other","Masters or above",5,4,4,4,6,7,7,5,4,2,4,4,3,5,3,4,7,5,7,1,1,1,7,7,6,6,6,6,4,4,1,4,4,6,6,7,7,7,7,6,4.25,4,3.5,3.33333333333333
"PAK141","Pakistan",23,"Male","Upper middle","Muslim: Sunni","Unmarried","Masters or above",6,6,6,6,6,6,6,6,4,2,1,2,2,2,2,2,6,7,7,3,4,3,6,7,6,5,6,6,6,4,1,4,5,5,7,4,3,4,4,3,6,6,2.25,1.66666666666667
"PAK142","Pakistan",26,"Male","Middle","Muslim: Sunni","Unmarried","Masters or above",6,6,6,6,6,6,6,7,3,2,4,3,3,2,3,3,6,7,6,3,5,3,6,3,7,7,6,6,6,3,3,2,2,3,2,5,6,6,6,7,6,6,3,3
"PAK143","Pakistan",25,"Male","Middle","Muslim: Sunni","Unmarried","Masters or above",5,5,6,6,6,6,7,7,6,3,3,2,3,3,2,2,7,7,7,1,2,1,7,7,7,6,6,6,6,4,2,2,2,7,5,7,6,6,6,6,5.5,5.66666666666667,3.5,2.66666666666667
"PAK144","Pakistan",27,"Male","Middle","Muslim: Sunni","Unmarried","Masters or above",6,6,5,6,6,6,6,6,3,2,3,2,2,3,2,3,6,5,6,2,3,2,6,6,6,6,6,6,6,5,1,3,2,6,6,6,6,6,6,6,5.75,5.66666666666667,2.5,2.33333333333333
"PAK145","Pakistan",58,"Male","Middle","Muslim: Sunni","Married","High school or less",6,6,5,5,5,6,6,6,3,3,3,3,3,4,3,3,7,7,7,2,4,2,6,7,6,5,5,5,5,5,1,3,3,7,5,6,6,6,6,7,5.5,5.33333333333333,3,3
"PAK146","Pakistan",33,"Male","Upper middle","Muslim: Sunni","Married","Masters or above",6,5,4,6,6,6,6,6,2,2,2,2,2,2,2,2,6,5,6,2,3,1,6,7,6,6,6,6,6,1,1,2,1,6,6,4,7,6,7,7,5.25,5,2,2
"PAK147","Pakistan",46,"Male","Middle","Muslim: Sunni","Married","High school or less",6,6,6,6,7,7,7,7,6,2,2,2,3,3,2,3,5,6,6,3,4,3,6,6,6,6,5,5,4,5,4,5,3,5,6,5,5,5,5,4,6,6,3,2
"PAK148","Pakistan",32,"Male","Upper","Muslim: Sunni","Married","Masters or above",5,5,5,5,6,6,6,6,5,3,5,4,3,5,4,4,7,7,7,1,2,2,6,6,6,6,6,6,6,2,1,3,3,7,7,6,6,6,6,6,5,5,4.25,4
"PAK149","Pakistan",26,"Female","Middle","Muslim: Sunni","Unmarried","Masters or above",7,7,7,7,7,7,7,7,7,2,2,4,5,4,4,4,6,7,4,3,2,2,6,6,6,5,4,6,4,4,2,2,2,6,4,4,4,4,4,4,7,7,3.75,2.66666666666667
"PAK150","Pakistan",52,"Female","Middle","Muslim: Sunni","Married","High school or less",6,6,6,6,7,7,7,7,2,2,2,2,1,2,2,2,7,7,7,3,2,2,7,7,7,6,6,6,6,5,2,5,6,1,5,3,4,4,4,4,6,6,2,2
"PAK151","Pakistan",27,"Female","Middle","Muslim: Sunni","Married","High school or less",7,7,7,7,7,7,7,7,2,2,3,2,1,4,4,4,7,7,7,2,2,2,7,7,7,7,7,7,7,5,1,4,4,6,6,6,6,6,6,6,7,7,2.25,2.33333333333333
"PAK152","Pakistan",26,"Female","Middle","Muslim: Sunni","Married","Masters or above",7,7,7,7,7,7,7,7,7,2,2,4,5,4,4,4,6,7,4,3,2,2,6,6,6,5,4,6,4,4,3,3,2,6,4,4,2,2,4,4,7,7,3.75,2.66666666666667
"PAK153","Pakistan",30,"Female","Middle","Muslim: Sunni","Married","Masters or above",6,6,6,6,6,7,7,7,2,2,2,2,2,2,2,1,6,6,6,3,3,3,7,6,6,6,6,5,5,6,1,5,3,6,6,4,5,4,6,4,6,6,2,2
"PAK154","Pakistan",30,"Female","Middle","Muslim: Sunni","Married","Masters or above",5,4,5,5,6,5,5,5,5,3,4,4,5,6,5,5,6,6,6,6,6,2,7,6,7,6,6,6,6,6,1,6,5,3,3,3,4,1,6,4,4.75,4.66666666666667,4,3.66666666666667
"PAK155","Pakistan",18,"Female","Middle","Muslim: Sunni","Unmarried","High school or less",6,5,3,5,6,5,6,5,2,3,1,1,2,1,1,1,6,5,6,3,5,3,5,5,5,5,5,6,6,6,2,5,5,6,7,5,5,3,5,3,4.75,4.33333333333333,1.75,1.66666666666667
"PAK156","Pakistan",30,"Female","Middle","Muslim: Sunni","Married","Masters or above",6,6,6,6,6,7,7,7,2,2,2,2,2,2,2,1,6,6,6,3,3,3,7,6,6,6,6,5,5,6,1,5,3,6,6,4,5,4,6,4,6,6,2,2
"PAK157","Pakistan",40,"Female","Middle","Muslim: Sunni","Married","High school or less",6,5,1,5,5,5,6,6,6,1,1,1,1,1,1,1,6,5,5,5,5,3,5,5,5,5,5,6,6,1,1,1,1,6,6,6,5,6,5,5,4.25,3.66666666666667,2.25,1
"PAK158","Pakistan",21,"Female","Upper middle","Muslim: Sunni","Unmarried","High school or less",6,6,6,6,4,6,6,6,2,2,2,4,1,5,4,2,7,6,7,3,7,1,6,7,6,5,7,5,3,4,3,2,5,7,4,2,4,3,3,3,6,6,2.5,2.66666666666667
"PAK159","Pakistan",21,"Female","Middle","Muslim: Sunni","Unmarried","Masters or above",7,7,5,7,7,7,7,7,1,1,1,1,1,1,1,1,7,6,7,1,2,1,7,7,7,5,7,7,7,5,2,5,5,5,5,3,5,4,5,4,6.5,6.33333333333333,1,1
